日期,用户ID,地址,请求经度,请求纬度,车辆编号,用户名称
2015/10/2,100161,花样年华,116.2298561,40.2121828,14,花样年华
2015/10/2,100162,昌平,116.235306,40.2210045,13,昌平
2015/10/3,100163,两广,118.798105,32.048187,11,两广
2015/10/3,100164,津湾,117.2088446,39.1326802,33,津湾
2015/10/3,100165,正一味,116.4081032,39.7077964,2,正一味
2015/10/3,100166,大兴,116.346697,39.7319411,32,大兴
2015/10/3,100167,良乡,116.13861,39.73499,36,良乡
2015/10/3,100168,西红门,116.3268985,39.7881185,9,西红门
2015/10/3,100169,西红门,116.3268985,39.7881185,15,西红门
2015/10/3,100170,西红门,116.3268985,39.7881185,16,西红门
2015/10/3,100171,西红门,116.3268985,39.7881185,38,西红门
2015/10/3,100172,马驹桥,116.495585,39.79728,12,马驹桥
2015/10/3,100173,亦庄,116.50504,39.810826,37,亦庄
2015/10/3,100174,怡海,116.30293,39.835861,27,怡海
2015/10/3,100175,银泰,116.3858678,39.8441925,28,银泰
2015/10/3,100176,万年,116.31694,39.846292,31,万年
2015/10/3,100177,东铁营,116.43358,39.847564,18,东铁营
2015/10/3,100178,十里河,116.459919,39.865424,6,十里河
2015/10/3,100179,云景,116.6655835,39.8761795,31,云景
2015/10/3,100180,武圣,116.4677435,39.8777451,26,武圣
2015/10/3,100181,翠屏,116.643659,39.890934,32,翠屏
2015/10/3,100182,莲花桥,116.306581,39.893493,27,莲花桥
2015/10/3,100183,双井,116.4771499,39.8947943,18,双井
2015/10/3,100184,崇文门,116.419059,39.898635,39,崇文门
2015/10/3,100185,西站,116.321563,39.903699,6,西站
2015/10/3,100186,朝阳,116.4948905,39.9147181,17,朝阳
2015/10/3,100187,爱琴海店,116.361947,39.914955,29,爱琴海店
2015/10/3,100188,未来汇,116.494571,39.918297,14,未来汇
2015/10/3,100189,大悦城,116.5189819,39.923826,7,大悦城
2015/10/3,100190,大悦城,116.5189819,39.923826,7,大悦城
2015/10/3,100191,大悦城,116.5189819,39.923826,7,大悦城
2015/10/3,100192,大悦城,116.5189819,39.923826,24,大悦城
2015/10/3,100193,青年,116.517,39.924447,30,青年
2015/10/3,100194,龙湖,116.59128,39.924681,10,龙湖
2015/10/3,100195,龙湖,116.59128,39.924681,37,龙湖
2015/10/3,100196,物资,116.6395801,39.9251539,30,物资
2015/10/3,100197,石佛营,116.499695,39.927875,27,石佛营
2015/10/3,100198,三里屯,116.452729,39.932497,6,三里屯
2015/10/3,100199,西直门,116.352371,39.940926,7,西直门
2015/10/3,100200,簋街,116.4206002,39.9411731,7,簋街
2015/10/3,100201,魏公村,116.320321,39.950951,11,魏公村
2015/10/3,100202,交大店,116.347465,39.953877,21,交大店
2015/10/3,100203,霄云路,116.4665313,39.9607748,25,霄云路
2015/10/3,100204,三元桥店,116.43901,39.967384,1,三元桥店
2015/10/3,100205,联想桥,116.3338,39.969527,22,联想桥
2015/10/3,100206,中关村,116.3056131,39.9824128,7,中关村
2015/10/3,100207,硅谷,116.304901,39.987399,7,硅谷
2015/10/3,100208,拼豆,116.517,39.9994112,9,拼豆
2015/10/3,100209,学清路,116.354069,40.008237,26,学清路
2015/10/3,100210,望京,116.459824,40.013521,10,望京
2015/10/3,100211,望京,116.459824,40.013521,25,望京
2015/10/3,100212,五彩城,116.336395,40.0306158,11,五彩城
2015/10/3,100213,西三旗,116.331115,40.052291,20,西三旗
2015/10/3,100214,龙德,116.415866,40.060756,28,龙德
2015/10/3,100215,天通苑,116.416432,40.064973,26,天通苑
2015/10/3,100216,天通苑,116.416432,40.064973,37,天通苑
2015/10/3,100217,机场,116.596648,40.082089,25,机场
2015/10/3,100218,北七家,116.414999,40.089152,14,北七家
2015/10/3,100219,石园,116.661988,40.108157,25,石园
2015/10/3,100220,京汉,116.659369,40.13673,25,京汉
2015/10/3,100221,马坡,116.650296,40.173341,25,马坡
2015/10/3,100222,后沙峪,116.546898,40.212049,14,后沙峪
2015/10/3,100223,昌平,116.235306,40.2210045,13,昌平
2015/10/3,100224,昌平,116.235306,40.2210045,13,昌平
2015/10/4,100225,两广,118.798105,32.048187,18,两广
2015/10/4,100226,正一味,116.4081032,39.7077964,2,正一味
2015/10/4,100227,良乡,116.13861,39.73499,20,良乡
2015/10/4,100228,良乡店,116.136469,39.736447,8,良乡店
2015/10/4,100229,西红门,116.3268985,39.7881185,14,西红门
2015/10/4,100230,西红门布力,116.3268985,39.7881185,20,西红门布力
2015/10/4,100231,马驹桥,116.495585,39.79728,12,马驹桥
2015/10/4,100232,马驹桥,116.495585,39.79728,17,马驹桥
2015/10/4,100233,马驹桥,116.495585,39.79728,17,马驹桥
2015/10/4,100234,怡海,116.30293,39.835861,30,怡海
2015/10/4,100235,十里河,116.459919,39.865424,6,十里河
2015/10/4,100236,垡头店,116.514106,39.8689875,7,垡头店
2015/10/4,100237,垡头店,116.514106,39.8689875,32,垡头店
2015/10/4,100238,武圣,116.4677435,39.8777451,29,武圣
2015/10/4,100239,陶然亭店,116.3785141,39.8785763,33,陶然亭店
2015/10/4,100240,南菜园店,116.352256,39.879653,9,南菜园店
2015/10/4,100241,六里桥店,116.3165856,39.8822249,32,六里桥店
2015/10/4,100242,菜市口店,116.3697174,39.8896849,11,菜市口店
2015/10/4,100243,莲花桥,116.306581,39.893493,30,莲花桥
2015/10/4,100244,双井,116.4771499,39.8947943,21,双井
2015/10/4,100245,管庄,116.596534,39.912864,21,管庄
2015/10/4,100246,朝阳,116.4948905,39.9147181,17,朝阳
2015/10/4,100247,爱琴海店,116.361947,39.914955,10,爱琴海店
2015/10/4,100248,大悦城,116.5189819,39.923826,12,大悦城
2015/10/4,100249,大悦,116.5189819,39.923826,12,大悦
2015/10/4,100250,大悦城,116.5189819,39.923826,27,大悦城
2015/10/4,100251,龙湖,116.59128,39.924681,15,龙湖
2015/10/4,100252,石佛营,116.499695,39.927875,30,石佛营
2015/10/4,100253,三里屯,116.452729,39.932497,6,三里屯
2015/10/4,100254,簋街,116.4206002,39.9411731,7,簋街
2015/10/4,100255,燕郊,116.8320538,39.9499537,30,燕郊
2015/10/4,100256,魏公村,116.320321,39.950951,18,魏公村
2015/10/4,100257,交大店,116.347465,39.953877,24,交大店
2015/10/4,100258,霄云路,116.4665313,39.9607748,28,霄云路
2015/10/4,100259,三元桥店,116.43901,39.967384,1,三元桥店
2015/10/4,100260,联想桥,116.3338,39.969527,25,联想桥
2015/10/4,100261,硅谷,116.304901,39.987399,5,硅谷
2015/10/4,100262,学清路,116.354069,40.008237,29,学清路
2015/10/4,100263,望京,116.459824,40.013521,15,望京
2015/10/4,100264,望京,116.459824,40.013521,28,望京
2015/10/4,100265,西三旗,116.331115,40.052291,23,西三旗
2015/10/4,100266,天通苑,116.416432,40.064973,29,天通苑
2015/10/4,100267,机场,116.596648,40.082089,28,机场
2015/10/4,100268,北七家,116.414999,40.089152,14,北七家
2015/10/4,100269,石园,116.661988,40.108157,28,石园
2015/10/4,100270,京汉,116.659369,40.13673,28,京汉
2015/10/4,100271,马坡,116.650296,40.173341,28,马坡
2015/10/4,100272,后沙峪,116.546898,40.212049,14,后沙峪
2015/10/4,100273,花样年华,116.2298561,40.2121828,14,花样年华
2015/10/4,100274,昌平,116.235306,40.2210045,13,昌平
2015/10/5,100275,两广,118.798105,32.048187,13,两广
2015/10/5,100276,银河,117.21341,39.090778,35,银河
2015/10/5,100277,正一味,116.4081032,39.7077964,2,正一味
2015/10/5,100278,大兴,116.346697,39.7319411,34,大兴
2015/10/5,100279,西红门,116.3268985,39.7881185,11,西红门
2015/10/5,100280,西红门,116.3268985,39.7881185,17,西红门
2015/10/5,100281,西红门,116.3268985,39.7881185,18,西红门
2015/10/5,100282,马驹桥,116.495585,39.79728,14,马驹桥
2015/10/5,100283,怡海,116.30293,39.835861,29,怡海
2015/10/5,100284,银泰,116.3858678,39.8441925,30,银泰
2015/10/5,100285,万年,116.31694,39.846292,33,万年
2015/10/5,100286,东铁营,116.43358,39.847564,18,东铁营
2015/10/5,100287,十里河,116.459919,39.865424,6,十里河
2015/10/5,100288,云景,116.6655835,39.8761795,33,云景
2015/10/5,100289,武圣,116.4677435,39.8777451,28,武圣
2015/10/5,100290,翠屏,116.643659,39.890934,32,翠屏
2015/10/5,100291,莲花桥,116.306581,39.893493,29,莲花桥
2015/10/5,100292,双井,116.4771499,39.8947943,6,双井
2015/10/5,100293,双井,116.4771499,39.8947943,20,双井
2015/10/5,100294,崇文门,116.419059,39.898635,39,崇文门
2015/10/5,100295,万达,116.470203,39.9099079,35,万达
2015/10/5,100296,朝阳,116.4948905,39.9147181,17,朝阳
2015/10/5,100297,爱琴海店,116.361947,39.914955,31,爱琴海店
2015/10/5,100298,未来汇,116.494571,39.918297,16,未来汇
2015/10/5,100299,大悦城,116.5189819,39.923826,9,大悦城
2015/10/5,100300,大悦城,116.5189819,39.923826,9,大悦城
2015/10/5,100301,大悦城,116.5189819,39.923826,9,大悦城
2015/10/5,100302,大悦城,116.5189819,39.923826,26,大悦城
2015/10/5,100303,青年,116.517,39.924447,32,青年
2015/10/5,100304,龙湖,116.59128,39.924681,12,龙湖
2015/10/5,100305,物资,116.6395801,39.9251539,32,物资
2015/10/5,100306,石佛营,116.499695,39.927875,29,石佛营
2015/10/5,100307,三里屯,116.452729,39.932497,6,三里屯
2015/10/5,100308,西直门,116.352371,39.940926,7,西直门
2015/10/5,100309,簋街,116.4206002,39.9411731,7,簋街
2015/10/5,100310,魏公村,116.320321,39.950951,13,魏公村
2015/10/5,100311,交大店,116.347465,39.953877,23,交大店
2015/10/5,100312,霄云路,116.4665313,39.9607748,27,霄云路
2015/10/5,100313,三元桥店,116.43901,39.967384,1,三元桥店
2015/10/5,100314,联想桥,116.3338,39.969527,24,联想桥
2015/10/5,100315,拼豆,116.517,39.9994112,5,拼豆
2015/10/5,100316,学清路,116.354069,40.008237,28,学清路
2015/10/5,100317,望京,116.459824,40.013521,12,望京
2015/10/5,100318,望京,116.459824,40.013521,27,望京
2015/10/5,100319,五彩城,116.336395,40.0306158,11,五彩城
2015/10/5,100320,西三旗,116.331115,40.052291,22,西三旗
2015/10/5,100321,龙德,116.415866,40.060756,30,龙德
2015/10/5,100322,天通苑,116.416432,40.064973,28,天通苑
2015/10/5,100323,机场,116.596648,40.082089,27,机场
2015/10/5,100324,北七家,116.414999,40.089152,14,北七家
2015/10/5,100325,石园,116.661988,40.108157,27,石园
2015/10/5,100326,京汉,116.659369,40.13673,27,京汉
2015/10/5,100327,马坡,116.650296,40.173341,27,马坡
2015/10/5,100328,后沙峪,116.546898,40.212049,14,后沙峪
2015/10/5,100329,昌平,116.235306,40.2210045,13,昌平
2015/10/5,100330,昌平,116.235306,40.2210045,15,昌平
2015/10/6,100331,两广,118.798105,32.048187,14,两广
2015/10/6,100332,正一味,116.4081032,39.7077964,2,正一味
2015/10/6,100333,良乡,116.13861,39.73499,16,良乡
2015/10/6,100334,良乡店,116.136469,39.736447,27,良乡店
2015/10/6,100335,次渠,116.5449003,39.7525117,40,次渠
2015/10/6,100336,西红门,116.3268985,39.7881185,10,西红门
2015/10/6,100337,西红门布力,116.3268985,39.7881185,16,西红门布力
2015/10/6,100338,马驹桥,116.495585,39.79728,13,马驹桥
2015/10/6,100339,马驹桥,116.495585,39.79728,13,马驹桥
2015/10/6,100340,马驹桥,116.495585,39.79728,13,马驹桥
2015/10/6,100341,怡海,116.30293,39.835861,25,怡海
2015/10/6,100342,十里河,116.459919,39.865424,6,十里河
2015/10/6,100343,垡头店,116.514106,39.8689875,26,垡头店
2015/10/6,100344,垡头店,116.514106,39.8689875,32,垡头店
2015/10/6,100345,武圣,116.4677435,39.8777451,24,武圣
2015/10/6,100346,陶然亭店,116.3785141,39.8785763,33,陶然亭店
2015/10/6,100347,南菜园店,116.352256,39.879653,28,南菜园店
2015/10/6,100348,六里桥店,116.3165856,39.8822249,32,六里桥店
2015/10/6,100349,菜市口店,116.3697174,39.8896849,30,菜市口店
2015/10/6,100350,莲花桥,116.306581,39.893493,25,莲花桥
2015/10/6,100351,双井,116.4771499,39.8947943,6,双井
2015/10/6,100352,双井,116.4771499,39.8947943,17,双井
2015/10/6,100353,双井,116.4771499,39.8947943,33,双井
2015/10/6,100354,管庄,116.596534,39.912864,21,管庄
2015/10/6,100355,远洋,116.491104,39.913409,31,远洋
2015/10/6,100356,朝阳,116.4948905,39.9147181,17,朝阳
2015/10/6,100357,爱琴海店,116.361947,39.914955,29,爱琴海店
2015/10/6,100358,大悦城,116.5189819,39.923826,8,大悦城
2015/10/6,100359,大悦,116.5189819,39.923826,8,大悦
2015/10/6,100360,龙湖,116.59128,39.924681,11,龙湖
2015/10/6,100361,石佛营,116.499695,39.927875,25,石佛营
2015/10/6,100362,三里屯,116.452729,39.932497,6,三里屯
2015/10/6,100363,簋街,116.4206002,39.9411731,7,簋街
2015/10/6,100364,魏公村,116.320321,39.950951,14,魏公村
2015/10/6,100365,交大店,116.347465,39.953877,20,交大店
2015/10/6,100366,霄云路,116.4665313,39.9607748,23,霄云路
2015/10/6,100367,三元桥店,116.43901,39.967384,1,三元桥店
2015/10/6,100368,联想桥,116.3338,39.969527,21,联想桥
2015/10/6,100369,拼豆,116.517,39.9994112,5,拼豆
2015/10/6,100370,学清路,116.354069,40.008237,24,学清路
2015/10/6,100371,望京,116.459824,40.013521,11,望京
2015/10/6,100372,望京,116.459824,40.013521,23,望京
2015/10/6,100373,西三旗,116.331115,40.052291,19,西三旗
2015/10/6,100374,天通苑,116.416432,40.064973,24,天通苑
2015/10/6,100375,机场,116.596648,40.082089,23,机场
2015/10/6,100376,北七家,116.414999,40.089152,14,北七家
2015/10/6,100377,石园,116.661988,40.108157,23,石园
2015/10/6,100378,京汉,116.659369,40.13673,23,京汉
2015/10/6,100379,马坡,116.650296,40.173341,23,马坡
2015/10/6,100380,后沙峪,116.546898,40.212049,14,后沙峪
2015/10/6,100381,花样年华,116.2298561,40.2121828,14,花样年华
2015/10/6,100382,昌平,116.235306,40.2210045,15,昌平
2015/10/6,100383,北苑,125.288089,43.833685,30,北苑
2015/10/7,100384,两广,118.798105,32.048187,16,两广
2015/10/7,100385,津湾,117.2088446,39.1326802,38,津湾
2015/10/7,100386,水游城,117.16997,39.1490916,38,水游城
2015/10/7,100387,正一味,116.4081032,39.7077964,2,正一味
2015/10/7,100388,大兴,116.346697,39.7319411,37,大兴
2015/10/7,100389,次渠,116.5449003,39.7525117,40,次渠
2015/10/7,100390,西红门,116.3268985,39.7881185,14,西红门
2015/10/7,100391,西红门,116.3268985,39.7881185,20,西红门
2015/10/7,100392,西红门,116.3268985,39.7881185,21,西红门
2015/10/7,100393,马驹桥,116.495585,39.79728,17,马驹桥
2015/10/7,100394,怡海,116.30293,39.835861,32,怡海
2015/10/7,100395,银泰,116.3858678,39.8441925,33,银泰
2015/10/7,100396,万年,116.31694,39.846292,36,万年
2015/10/7,100397,东铁营,116.43358,39.847564,18,东铁营
2015/10/7,100398,富丰桥,116.293811,39.847783,18,富丰桥
2015/10/7,100399,十里河,116.459919,39.865424,4,十里河
2015/10/7,100400,云景,116.6655835,39.8761795,36,云景
2015/10/7,100401,武圣,116.4677435,39.8777451,31,武圣
2015/10/7,100402,翠屏,116.643659,39.890934,32,翠屏
2015/10/7,100403,莲花桥,116.306581,39.893493,32,莲花桥
2015/10/7,100404,双井,116.4771499,39.8947943,4,双井
2015/10/7,100405,双井,116.4771499,39.8947943,23,双井
2015/10/7,100406,崇文门,116.419059,39.898635,39,崇文门
2015/10/7,100407,大望路,116.476952,39.906536,6,大望路
2015/10/7,100408,朝阳,116.4948905,39.9147181,17,朝阳
2015/10/7,100409,慈云寺,116.493747,39.914803,6,慈云寺
2015/10/7,100410,爱琴海店,116.361947,39.914955,34,爱琴海店
2015/10/7,100411,未来汇,116.494571,39.918297,19,未来汇
2015/10/7,100412,朝阳门,116.441979,39.92226,16,朝阳门
2015/10/7,100413,大悦城,116.5189819,39.923826,12,大悦城
2015/10/7,100414,大悦城,116.5189819,39.923826,12,大悦城
2015/10/7,100415,大悦城,116.5189819,39.923826,12,大悦城
2015/10/7,100416,大悦城,116.5189819,39.923826,29,大悦城
2015/10/7,100417,青年,116.517,39.924447,35,青年
2015/10/7,100418,龙湖,116.59128,39.924681,15,龙湖
2015/10/7,100419,航天桥,116.298815,39.92481,10,航天桥
2015/10/7,100420,物资,116.6395801,39.9251539,35,物资
2015/10/7,100421,石佛营,116.499695,39.927875,32,石佛营
2015/10/7,100422,三里屯,116.452729,39.932497,6,三里屯
2015/10/7,100423,三里屯,116.452729,39.932497,6,三里屯
2015/10/7,100424,西直门,116.352371,39.940926,7,西直门
2015/10/7,100425,簋街,116.4206002,39.9411731,7,簋街
2015/10/7,100426,燕郊,116.8320538,39.9499537,32,燕郊
2015/10/7,100427,魏公村,116.320321,39.950951,16,魏公村
2015/10/7,100428,交大店,116.347465,39.953877,11,交大店
2015/10/7,100429,交大店,116.347465,39.953877,26,交大店
2015/10/7,100430,霄云路,116.4665313,39.9607748,30,霄云路
2015/10/7,100431,四道口,116.337203,39.965716,9,四道口
2015/10/7,100432,苏州桥,116.307775,39.966683,7,苏州桥
2015/10/7,100433,三元桥店,116.43901,39.967384,1,三元桥店
2015/10/7,100434,三元桥店,116.43901,39.967384,8,三元桥店
2015/10/7,100435,酒仙桥,116.50218,39.967796,26,酒仙桥
2015/10/7,100436,联想桥,116.3338,39.969527,27,联想桥
2015/10/7,100437,北环中心,116.3821267,39.9725242,39,北环中心
2015/10/7,100438,知春路,116.3467292,39.9769715,9,知春路
2015/10/7,100439,科贸,116.316184,39.980444,7,科贸
